Datetime,Text,Hyperlink
2001-01-02,2000/1728 Türk-Çek Uluslararası Kara Ulaştırması Karma Komisyon Toplantısı Protokolu’nun Onaylanması Hakkında Karar,https://www.resmigazete.gov.tr/eskiler/2001/01/20010102.htm#1
2001-01-02,— Mülga Dış Krediler Kur Farkı Fonu’ndan Kullanılmış Kredilere Uygulanacak Değişken Faiz Oranı Hakkında Tebliğ,https://www.resmigazete.gov.tr/eskiler/2001/01/20010102.htm#2
2001-01-03,2000/1724 Tasfiye Tüzüğü,https://www.resmigazete.gov.tr/eskiler/2001/01/20010103.htm#1
2001-01-03,— Köy Hizmetleri Genel Müdürlüğü Personelinin Yer Değiştirme Suretiyle Atanmalarına İlişkin Yönetmelik,https://www.resmigazete.gov.tr/eskiler/2001/01/20010103.htm#2
2001-01-03,— Adnan Menderes Üniversitesi Kütüphaneler Yönetmeliğinin 19 uncu Maddesinin Değiştirilmesi Hakkında Yönetmelik,https://www.resmigazete.gov.tr/eskiler/2001/01/20010103.htm#3
2001-01-03,— Projelere Dış Finansman Sağlanmasına İlişkin Esas ve Usullere DairTebliğ,https://www.resmigazete.gov.tr/eskiler/2001/01/20010103.htm#4
2001-01-03,— Petrol Ürünlerine Uygulanacak Akaryakıt Fiyat İstikrar Fonu Payları Hakkında Tebliğ (PİGM/AFİF 2000-1),https://www.resmigazete.gov.tr/eskiler/2001/01/20010103.htm#5
2001-01-04,2000/1742 Türkiye Cumhuriyeti ile Bulgaristan Cumhuriyeti Arasındaki SerbestTicaret Anlaşması’nın Eki “Menşeli Ürünler” Kavramının Tanımı ve İdari İşbirliği Yöntemleri Hakkında Protokol B’nin Değiştirilmesine İlişkin 99/3 Sayılı Ortak Komite Kararı’nın Onaylanması Hakkında Karar,https://www.resmigazete.gov.tr/eskiler/2001/01/20010104.htm#1
2001-01-04,2000/1770 Orman Bakanlığı Güneydoğu Anadolu Bölge Müdürlüğü’ne Bağlı Olarak “Van Ağaçlandırma ve Erozyon Kontrolu Başmühendisliği”nin Kurulması HakkındaKarar,https://www.resmigazete.gov.tr/eskiler/2001/01/20010104.htm#2
2001-01-04,"2000/1793 İstanbul İli, Pendik İlçesinde Yer Alan Sabiha Gökçen Havaalanının Yolcu Giriş-Çıkış Kapısı Olarak Tespiti Hakkında Karar",https://www.resmigazete.gov.tr/eskiler/2001/01/20010104.htm#3
2001-01-04,2000/1792 B aşbakanlık Yüksek Denetleme Kurulu Üyeliğine Mustafa Turan’ın Atanması Hakkında Karar,https://www.resmigazete.gov.tr/eskiler/2001/01/20010104.htm#4
2001-01-04,( 4611 Sayılı “2001 Mali Yılı Bütçe Kanunu”nun Eki Cetvellerden Cumhurbaşkanlığına Ait Cetvel ile İlgili),https://www.resmigazete.gov.tr/eskiler/2001/01/20010104.htm#5
2001-01-05,2000/1755 Türkiye Cumhuriyeti Dışişleri Bakanlığı ile Yeni Zelanda Dışişleri Bakanılığı Arasında Siyasi İstişare Mekanizması Kurulmasına İlişkin Mutabakat Muhtırası’nın Onaylanması Hakkında Karar,https://www.resmigazete.gov.tr/eskiler/2001/01/20010105.htm#1
2001-01-05,"— Devlet Bakanlığı, Tarım ve Köyişleri, Sanayi ve Ticaret ile Orman Bakanlık- larına Ait 11 Adet Atama Kararı",https://www.resmigazete.gov.tr/eskiler/2001/01/20010105.htm#2
2001-01-05,İstanbul Teknik Üniversitesi DönerSermaye İşletmesi Yönetmeliğinin 2 nci Maddesinde Değişiklik Yapılmasına Dair Yönetmelik,https://www.resmigazete.gov.tr/eskiler/2001/01/20010105.htm#3
2001-01-05,Petrol Ürünlerine Uygulanacak Akaryakıt Fiyat İstikrar Fonu Payları Hakkında Tebliğ (PİGM/AFİF 2000-2,https://www.resmigazete.gov.tr/eskiler/2001/01/20010105.htm#4
2001-01-05,— Anayasa Mahkemesinin E : 2000/14 (2547 Sayılı Kanunda Değişiklik Yapan 4498 Sayılı Kanun ile İlgili) K : 2000/21 Sayılı Kararı,https://www.resmigazete.gov.tr/eskiler/2001/01/20010105.htm#5
2001-01-05,— Yargıtay 18. Hukuk Dairesine Ait Bir Adet Karar,https://www.resmigazete.gov.tr/eskiler/2001/01/20010105.htm#6
2001-01-06,"— Ulaştırma Bakanlığına, Sağlık Bakanı Doç. Dr. Osman DURMUŞ’un Vekâlet Etmesine Dair Tezkere",https://www.resmigazete.gov.tr/eskiler/2001/01/20010106.htm#1
2001-01-06,2001/1773 Kamu Personelinin Maaşlarının Hesabına Esas Tutulan Katsayıların Yeniden Tespiti ile Muhtelif Statülerde İstihdam Edilen Sözleşmeli Personelin Ücretlerinin Arttırılmasına İlişkin Karar,https://www.resmigazete.gov.tr/eskiler/2001/01/20010106.htm#2
2001-01-06,2001/1773 Yeniden Yapılandırma Kurulu Üyeliklerine Listede Adları Yazılı Kişilerin Atanması Hakkında Karar,https://www.resmigazete.gov.tr/eskiler/2001/01/20010106.htm#3
2001-01-06,— Kültür Bakanlığına Ait Atama Kararı,https://www.resmigazete.gov.tr/eskiler/2001/01/20010106.htm#4
2001-01-06,— Hakimler ve SavcılarYüksek Kuruluna Ait Atama Kararları,https://www.resmigazete.gov.tr/eskiler/2001/01/20010106.htm#5
2001-01-06,İhracatçı Birlikleri Yönetmeliğinin Bazı Maddelerinin Değiştirilmesi Hakkında Yönetmelik,https://www.resmigazete.gov.tr/eskiler/2001/01/20010106.htm#6
2001-01-06,— Bağ-Kur Genel Müdürlüğü Sicil Amirleri Yönetmeliğinde Değişiklik Yapılmasına İlişkin Yönetmelik,https://www.resmigazete.gov.tr/eskiler/2001/01/20010106.htm#7
2001-01-06,"— 1479 Sayılı Bağ-Kur Kanununun 62 nci Maddesinde Belirtilen Hallerde, Sigortalılarla Hak Sahiplerine Verilecek Yol Paraları ile Zaruri Masraflar Hakkındaki Tarife ile İlgili Yönetmeliğin Yürürlükten Kaldırılması Hakkında Yönetmelik",https://www.resmigazete.gov.tr/eskiler/2001/01/20010106.htm#8
2001-01-06,— Bağ-Kur Genel Müdürlüğü Disiplin Amirleri Yönetmeliğinde Değişiklik Yapılmasına İlişkin Yönetmelik,https://www.resmigazete.gov.tr/eskiler/2001/01/20010106.htm#9
2001-01-06,— Galata saray Üniversitesi Sosyal Bilimler Enstitüsü Lisansüstü Eğitim ve Öğretim Yönetmeliği,https://www.resmigazete.gov.tr/eskiler/2001/01/20010106.htm#10
2001-01-06,— 2001 Mali Yılı Bütçe Uygulama Talimatı (Sıra No : 3),https://www.resmigazete.gov.tr/eskiler/2001/01/20010106.htm#11
