Year,Location_Name,Treated,Treated_Label,production,land_use,municipal_burden,external_input,FSOI
2010,Mersin,2,Old-metropolitan,0.436576956538006,0.49804626562328086,0.5684592336245348,0.7765358680375076,0.5699045809558323
2012,Mersin,2,Old-metropolitan,0.4787464284164322,0.5145557837692076,0.6230092031923952,0.8131058562406532,0.6073543179046721
2014,Mersin,2,Old-metropolitan,0.4809607584358723,0.5013457666759205,0.5757956027384896,0.8373999538176506,0.5988755204169833
2016,Mersin,2,Old-metropolitan,0.4801996393700031,0.4942638887506513,0.4588734978155329,0.7923047342876821,0.5564104400559673
2018,Mersin,2,Old-metropolitan,0.504512596687124,0.5139566910702547,0.5540237223607576,0.872062525669749,0.6111388839469714
2020,Mersin,2,Old-metropolitan,0.4755413528021148,0.4878374514133001,0.48149235129452006,0.8449657520785774,0.572459226897128
2022,Mersin,2,Old-metropolitan,0.5039849102965547,0.4925743266370867,0.7789012763797514,0.8686589865811587,0.6610298749736379
2024,Mersin,2,Old-metropolitan,0.44739897106432064,0.438473733202672,0.6987013584938633,0.8384202859167537,0.6057485871694024
2008,Hatay,1,New-metropolitan (2012),0.2234817846224055,0.39521269241590007,0.5977012197075493,0.7702729668794586,0.49666716590632837
2010,Hatay,1,New-metropolitan (2012),0.19415266109220464,0.38802193654809924,0.6791644271713146,0.7124457185997461,0.49344618585284117
2012,Hatay,1,New-metropolitan (2012),0.18924254959838083,0.3696730752514811,0.7406165773686586,0.6839712309044,0.4958758582807301
2014,Hatay,1,New-metropolitan (2012),0.1870263021122649,0.35051100675574043,0.7313757181628786,0.6730587911514747,0.48549295454558966
2016,Hatay,1,New-metropolitan (2012),0.19424189749987697,0.3392624347904649,0.5844820259898649,0.5999272267156461,0.4294783962489632
2018,Hatay,1,New-metropolitan (2012),0.1793403265201265,0.3260292778060012,0.3140058725019713,0.7945036068159992,0.40346977091102454
2020,Hatay,1,New-metropolitan (2012),0.19452366106135294,0.3179640635234226,0.31597881940757455,0.4470085013423043,0.3188687613336636
2022,Hatay,1,New-metropolitan (2012),0.19484623778730104,0.30313827015256206,0.31746838208500294,0.7111014559661964,0.3816385864977656
